symbol,momentum_score,date,rank,buy_signal,target_weight
588000.SH,0.10944688411795692,2023-05-19,1,True,0.25
512880.SH,0.002482813276297994,2023-05-19,2,True,0.25
510500.SH,0.0015964555286286037,2023-05-19,3,True,0.25
512660.SH,-0.005173906189686147,2023-05-19,4,True,0.25
510300.SH,-0.006425095712957125,2023-05-19,5,False,0.0
159915.SZ,-0.1355424859701308,2023-05-19,6,False,0.0
159928.SZ,-0.19305241794089265,2023-05-19,7,False,0.0
512010.SH,-0.2036454967190971,2023-05-19,8,False,0.0
516160.SH,-0.33725475743767175,2023-05-19,9,False,0.0
588000.SH,0.057556720288431305,2023-05-26,1,True,0.25
512880.SH,-9.207924748440154e-05,2023-05-26,2,True,0.25
510500.SH,-0.001139501592844472,2023-05-26,3,True,0.25
512660.SH,-0.01926719331548194,2023-05-26,4,True,0.25
510300.SH,-0.04929354433994068,2023-05-26,5,False,0.0
159915.SZ,-0.21911205442574486,2023-05-26,6,False,0.0
512010.SH,-0.26839779577820205,2023-05-26,7,False,0.0
159928.SZ,-0.282753228553253,2023-05-26,8,False,0.0
516160.SH,-0.3912818523623819,2023-05-26,9,False,0.0
588000.SH,0.034065365238947404,2023-06-02,1,True,0.25
512880.SH,-0.006050484086873887,2023-06-02,2,True,0.25
510500.SH,-0.023919722475951172,2023-06-02,3,True,0.25
512660.SH,-0.08533679099400317,2023-06-02,4,True,0.25
510300.SH,-0.09319416426884979,2023-06-02,5,False,0.0
159915.SZ,-0.26017241527942864,2023-06-02,6,False,0.0
512010.SH,-0.2966930946303904,2023-06-02,7,False,0.0
159928.SZ,-0.32867481888984834,2023-06-02,8,False,0.0
516160.SH,-0.4218410035920335,2023-06-02,9,False,0.0
588000.SH,0.021232336125090737,2023-06-09,1,True,0.25
512880.SH,-0.0068034831982263875,2023-06-09,2,True,0.25
510500.SH,-0.059696702338041,2023-06-09,3,True,0.25
510300.SH,-0.10619085385798546,2023-06-09,4,True,0.25
512660.SH,-0.14946666109382778,2023-06-09,5,False,0.0
159915.SZ,-0.2703423010250054,2023-06-09,6,False,0.0
512010.SH,-0.2966398233565522,2023-06-09,7,False,0.0
159928.SZ,-0.35721227870342714,2023-06-09,8,False,0.0
516160.SH,-0.43288034742616377,2023-06-09,9,False,0.0
588000.SH,0.019289013237957776,2023-06-16,1,True,0.25
512880.SH,-0.006191168761199464,2023-06-16,2,True,0.25
510500.SH,-0.06674915767173682,2023-06-16,3,True,0.25
510300.SH,-0.09691476448479353,2023-06-16,4,True,0.25
512660.SH,-0.16180697483664666,2023-06-16,5,False,0.0
159915.SZ,-0.24954514716940157,2023-06-16,6,False,0.0
512010.SH,-0.29394384799428935,2023-06-16,7,False,0.0
159928.SZ,-0.3543267306381145,2023-06-16,8,False,0.0
516160.SH,-0.4121220299524383,2023-06-16,9,False,0.0
588000.SH,0.01828599279649493,2023-06-21,1,True,0.25
512880.SH,-0.00840880074557916,2023-06-21,2,True,0.25
510500.SH,-0.0694339538133811,2023-06-21,3,True,0.25
510300.SH,-0.09318978674286771,2023-06-21,4,True,0.25
512660.SH,-0.14734201215665607,2023-06-21,5,False,0.0
159915.SZ,-0.22499290665872637,2023-06-21,6,False,0.0
512010.SH,-0.2938713615000884,2023-06-21,7,False,0.0
159928.SZ,-0.3593164611346605,2023-06-21,8,False,0.0
516160.SH,-0.3909771252980082,2023-06-21,9,False,0.0
588000.SH,0.005522861401134411,2023-06-30,1,True,0.25
512880.SH,-0.02004966086264676,2023-06-30,2,True,0.25
510500.SH,-0.08167462000836591,2023-06-30,3,True,0.25
510300.SH,-0.09290329364791095,2023-06-30,4,True,0.25
512660.SH,-0.10913472144597273,2023-06-30,5,False,0.0
159915.SZ,-0.20155173301020388,2023-06-30,6,False,0.0
512010.SH,-0.2948504191505351,2023-06-30,7,False,0.0
516160.SH,-0.34913421124675764,2023-06-30,8,False,0.0
159928.SZ,-0.3561490731145837,2023-06-30,9,False,0.0
588000.SH,1.5875874897107062e-05,2023-07-07,1,True,0.25
512880.SH,-0.022531487371793807,2023-07-07,2,True,0.25
512660.SH,-0.06538282558779134,2023-07-07,3,True,0.25
510300.SH,-0.08202824921039906,2023-07-07,4,True,0.25
510500.SH,-0.08294399938313987,2023-07-07,5,False,0.0
159915.SZ,-0.18246606918424943,2023-07-07,6,False,0.0
512010.SH,-0.28662793520347574,2023-07-07,7,False,0.0
516160.SH,-0.3067638202733622,2023-07-07,8,False,0.0
159928.SZ,-0.33289619709229823,2023-07-07,9,False,0.0
588000.SH,-0.003977055090214205,2023-07-14,1,True,0.25
512880.SH,-0.022191528525020512,2023-07-14,2,True,0.25
512660.SH,-0.036894254105754164,2023-07-14,3,True,0.25
510300.SH,-0.0659430314074937,2023-07-14,4,True,0.25
510500.SH,-0.07385427052131675,2023-07-14,5,False,0.0
159915.SZ,-0.16088686316972603,2023-07-14,6,False,0.0
516160.SH,-0.2527090766638488,2023-07-14,7,False,0.0
512010.SH,-0.27666655580537125,2023-07-14,8,False,0.0
159928.SZ,-0.2977476918188273,2023-07-14,9,False,0.0
512660.SH,-0.014934360521434974,2023-07-21,1,True,0.25
512880.SH,-0.023081733720483853,2023-07-21,2,True,0.25
588000.SH,-0.04230185578263675,2023-07-21,3,True,0.25
510300.SH,-0.054700333108580856,2023-07-21,4,True,0.25
510500.SH,-0.07117044344106359,2023-07-21,5,False,0.0
159915.SZ,-0.15624798029616102,2023-07-21,6,False,0.0
516160.SH,-0.22488698633756005,2023-07-21,7,False,0.0
159928.SZ,-0.260130897670818,2023-07-21,8,False,0.0
512010.SH,-0.2689973330153147,2023-07-21,9,False,0.0
512660.SH,-0.00720289744269048,2023-07-28,1,True,0.25
512880.SH,-0.011794429135094103,2023-07-28,2,True,0.25
510300.SH,-0.04307000575872295,2023-07-28,3,True,0.25
510500.SH,-0.08228404590382016,2023-07-28,4,True,0.25
588000.SH,-0.1377091104203156,2023-07-28,5,False,0.0
159915.SZ,-0.16410981655081727,2023-07-28,6,False,0.0
159928.SZ,-0.1883187182702424,2023-07-28,7,False,0.0
516160.SH,-0.21842018663308854,2023-07-28,8,False,0.0
512010.SH,-0.23193858510780546,2023-07-28,9,False,0.0
512880.SH,-6.774305022263311e-06,2023-08-04,1,True,0.25
512660.SH,-0.003405459444614919,2023-08-04,2,True,0.25
510300.SH,-0.01717631644542058,2023-08-04,3,True,0.25
510500.SH,-0.06544430016202522,2023-08-04,4,True,0.25
159928.SZ,-0.10855223761166875,2023-08-04,5,False,0.0
159915.SZ,-0.14867498255807868,2023-08-04,6,False,0.0
516160.SH,-0.2046032789106626,2023-08-04,7,False,0.0
588000.SH,-0.20830361565704397,2023-08-04,8,False,0.0
512010.SH,-0.22807023991826708,2023-08-04,9,False,0.0
512880.SH,0.0037048360802221,2023-08-11,1,True,0.25
510300.SH,-0.005797850428950956,2023-08-11,2,True,0.25
512660.SH,-0.0067813693411578726,2023-08-11,3,True,0.25
510500.SH,-0.051380279706932645,2023-08-11,4,True,0.25
159928.SZ,-0.05213651001889649,2023-08-11,5,False,0.0
159915.SZ,-0.11370743622614626,2023-08-11,6,False,0.0
516160.SH,-0.17500820119726526,2023-08-11,7,False,0.0
512010.SH,-0.22546065512871477,2023-08-11,8,False,0.0
588000.SH,-0.24903786538916142,2023-08-11,9,False,0.0
512880.SH,0.027155972480826296,2023-08-18,1,True,0.25
510300.SH,-0.00266673126064552,2023-08-18,2,True,0.25
512660.SH,-0.011895543318425775,2023-08-18,3,True,0.25
159928.SZ,-0.021952757234050397,2023-08-18,4,True,0.25
510500.SH,-0.0459095062018097,2023-08-18,5,False,0.0
159915.SZ,-0.09706557856569711,2023-08-18,6,False,0.0
516160.SH,-0.17626468533804499,2023-08-18,7,False,0.0
512010.SH,-0.21953386640949069,2023-08-18,8,False,0.0
588000.SH,-0.27359187760581843,2023-08-18,9,False,0.0
512880.SH,0.06266391232983115,2023-08-25,1,True,0.25
510300.SH,-0.002968736243487416,2023-08-25,2,True,0.25
159928.SZ,-0.013806435052359619,2023-08-25,3,True,0.25
512660.SH,-0.021535580868250706,2023-08-25,4,True,0.25
510500.SH,-0.04998799501165881,2023-08-25,5,False,0.0
159915.SZ,-0.09454050570106987,2023-08-25,6,False,0.0
516160.SH,-0.18818265912259333,2023-08-25,7,False,0.0
512010.SH,-0.20672065099448322,2023-08-25,8,False,0.0
588000.SH,-0.29914247216227946,2023-08-25,9,False,0.0
512880.SH,0.12017104846010654,2023-09-01,1,True,0.25
510300.SH,-0.0005127357827804134,2023-09-01,2,True,0.25
159928.SZ,-0.004981252999779337,2023-09-01,3,True,0.25
512660.SH,-0.028683773127534316,2023-09-01,4,True,0.25
510500.SH,-0.046081574362040856,2023-09-01,5,False,0.0
159915.SZ,-0.08084912853404268,2023-09-01,6,False,0.0
512010.SH,-0.17562075495095691,2023-09-01,7,False,0.0
516160.SH,-0.19687129653228358,2023-09-01,8,False,0.0
588000.SH,-0.29221655410234415,2023-09-01,9,False,0.0
512880.SH,0.11457032043830374,2023-09-08,1,True,0.25
510300.SH,-0.0003567523006061995,2023-09-08,2,True,0.25
159928.SZ,-0.0008247532251275623,2023-09-08,3,True,0.25
512660.SH,-0.039433594300641917,2023-09-08,4,True,0.25
510500.SH,-0.055719320777955744,2023-09-08,5,False,0.0
159915.SZ,-0.08729347387535377,2023-09-08,6,False,0.0
512010.SH,-0.16985861116515477,2023-09-08,7,False,0.0
516160.SH,-0.23549345942209654,2023-09-08,8,False,0.0
588000.SH,-0.2798744454098629,2023-09-08,9,False,0.0
512880.SH,0.16791273528579362,2023-09-15,1,True,0.25
159928.SZ,-8.529840066036109e-06,2023-09-15,2,True,0.25
510300.SH,-0.000220299385965286,2023-09-15,3,True,0.25
512660.SH,-0.04344405076091538,2023-09-15,4,True,0.25
510500.SH,-0.05946532263448192,2023-09-15,5,False,0.0
159915.SZ,-0.11040770517963625,2023-09-15,6,False,0.0
512010.SH,-0.15600227022801433,2023-09-15,7,False,0.0
516160.SH,-0.2834210966806904,2023-09-15,8,False,0.0
588000.SH,-0.30258836047342635,2023-09-15,9,False,0.0
512880.SH,0.20082524097572702,2023-09-22,1,True,0.25
159928.SZ,2.097971449912951e-07,2023-09-22,2,True,0.25
510300.SH,-0.0006830011323187657,2023-09-22,3,True,0.25
512660.SH,-0.06864572432175353,2023-09-22,4,True,0.25
510500.SH,-0.07564203526811825,2023-09-22,5,False,0.0
512010.SH,-0.12118417057386839,2023-09-22,6,False,0.0
159915.SZ,-0.1305805001274027,2023-09-22,7,False,0.0
516160.SH,-0.310471430017997,2023-09-22,8,False,0.0
588000.SH,-0.34805804555176195,2023-09-22,9,False,0.0
512880.SH,0.1927263593679772,2023-09-28,1,True,0.25
159928.SZ,2.0894874870152458e-10,2023-09-28,2,True,0.25
510300.SH,-0.001725912172676663,2023-09-28,3,True,0.25
512010.SH,-0.07295640622485701,2023-09-28,4,True,0.25
512660.SH,-0.0813349110097079,2023-09-28,5,False,0.0
510500.SH,-0.08799617594610075,2023-09-28,6,False,0.0
159915.SZ,-0.14368292401540045,2023-09-28,7,False,0.0
516160.SH,-0.32951490620838303,2023-09-28,8,False,0.0
588000.SH,-0.36515181244579925,2023-09-28,9,False,0.0
512880.SH,0.12106743421996839,2023-10-13,1,True,0.25
159928.SZ,-0.0011915902641612755,2023-10-13,2,True,0.25
510300.SH,-0.012209661484019963,2023-10-13,3,True,0.25
512010.SH,-0.019769711358148055,2023-10-13,4,True,0.25
512660.SH,-0.10788980192664592,2023-10-13,5,False,0.0
510500.SH,-0.11938761711196147,2023-10-13,6,False,0.0
159915.SZ,-0.1697196572367018,2023-10-13,7,False,0.0
516160.SH,-0.3583961202762367,2023-10-13,8,False,0.0
588000.SH,-0.3677492764930909,2023-10-13,9,False,0.0
512880.SH,0.0642288154126047,2023-10-20,1,True,0.25
512010.SH,-0.011367416734669402,2023-10-20,2,True,0.25
159928.SZ,-0.025952419352435828,2023-10-20,3,True,0.25
510300.SH,-0.050461092653593234,2023-10-20,4,True,0.25
510500.SH,-0.15207367141256956,2023-10-20,5,False,0.0
512660.SH,-0.15827366393497477,2023-10-20,6,False,0.0
159915.SZ,-0.22018449300841747,2023-10-20,7,False,0.0
588000.SH,-0.3598532075652998,2023-10-20,8,False,0.0
516160.SH,-0.42109596568381114,2023-10-20,9,False,0.0
512880.SH,0.025452089427014404,2023-10-27,1,True,0.25
512010.SH,-0.018024359411636194,2023-10-27,2,True,0.25
159928.SZ,-0.07743304702195297,2023-10-27,3,True,0.25
510300.SH,-0.11458537848680428,2023-10-27,4,True,0.25
510500.SH,-0.19953522804799828,2023-10-27,5,False,0.0
512660.SH,-0.25749753042922957,2023-10-27,6,False,0.0
159915.SZ,-0.3090975553709904,2023-10-27,7,False,0.0
588000.SH,-0.36779704782777467,2023-10-27,8,False,0.0
516160.SH,-0.5080862870576256,2023-10-27,9,False,0.0
512880.SH,0.007785546330983168,2023-11-03,1,True,0.25
512010.SH,-0.0011574311036914135,2023-11-03,2,True,0.25
159928.SZ,-0.07219400586967985,2023-11-03,3,True,0.25
510300.SH,-0.14285835759706333,2023-11-03,4,True,0.25
510500.SH,-0.20606642261861102,2023-11-03,5,False,0.0
512660.SH,-0.31115883771988856,2023-11-03,6,False,0.0
159915.SZ,-0.31521160634326906,2023-11-03,7,False,0.0
588000.SH,-0.3332747281496409,2023-11-03,8,False,0.0
516160.SH,-0.5437381795557564,2023-11-03,9,False,0.0
512880.SH,0.0008734400555515003,2023-11-10,1,True,0.25
512010.SH,1.32962735190694e-08,2023-11-10,2,True,0.25
159928.SZ,-0.09189446213454205,2023-11-10,3,True,0.25
510300.SH,-0.18046034973814282,2023-11-10,4,True,0.25
510500.SH,-0.21684877248302248,2023-11-10,5,False,0.0
588000.SH,-0.275201302481306,2023-11-10,6,False,0.0
159915.SZ,-0.29530497947889345,2023-11-10,7,False,0.0
512660.SH,-0.31190663047845774,2023-11-10,8,False,0.0
516160.SH,-0.5430736841100351,2023-11-10,9,False,0.0
512010.SH,0.0004938101849798576,2023-11-17,1,True,0.25
512880.SH,-9.002040422541294e-08,2023-11-17,2,True,0.25
159928.SZ,-0.11985989236607758,2023-11-17,3,True,0.25
510500.SH,-0.1946356495492179,2023-11-17,4,True,0.25
510300.SH,-0.20747215835028385,2023-11-17,5,False,0.0
588000.SH,-0.21084567114055983,2023-11-17,6,False,0.0
512660.SH,-0.24153099836508826,2023-11-17,7,False,0.0
159915.SZ,-0.2671670245746408,2023-11-17,8,False,0.0
516160.SH,-0.5178485954612145,2023-11-17,9,False,0.0
512010.SH,0.0028870456208934547,2023-11-24,1,True,0.25
512880.SH,-0.0025408808347277528,2023-11-24,2,True,0.25
159928.SZ,-0.14457472418365977,2023-11-24,3,True,0.25
588000.SH,-0.17040056551878305,2023-11-24,4,True,0.25
510500.SH,-0.1709877192913359,2023-11-24,5,False,0.0
512660.SH,-0.18499234740908171,2023-11-24,6,False,0.0
510300.SH,-0.2348248193701218,2023-11-24,7,False,0.0
159915.SZ,-0.251868074801861,2023-11-24,8,False,0.0
516160.SH,-0.5017701581071873,2023-11-24,9,False,0.0
512010.SH,0.008137411890280607,2023-12-01,1,True,0.25
512880.SH,-0.03446287194078222,2023-12-01,2,True,0.25
588000.SH,-0.14245652867264233,2023-12-01,3,True,0.25
512660.SH,-0.14973335976411709,2023-12-01,4,True,0.25
510500.SH,-0.151563787697117,2023-12-01,5,False,0.0
159928.SZ,-0.1688482434719072,2023-12-01,6,False,0.0
159915.SZ,-0.2459088313905719,2023-12-01,7,False,0.0
510300.SH,-0.26154898393771325,2023-12-01,8,False,0.0
516160.SH,-0.5044309891254923,2023-12-01,9,False,0.0
512010.SH,0.009238770512672077,2023-12-08,1,True,0.25
512880.SH,-0.11457529228556707,2023-12-08,2,True,0.25
588000.SH,-0.12970393337768843,2023-12-08,3,True,0.25
512660.SH,-0.1353930893504642,2023-12-08,4,True,0.25
510500.SH,-0.14114558185359777,2023-12-08,5,False,0.0
159928.SZ,-0.1856717166644703,2023-12-08,6,False,0.0
159915.SZ,-0.2531377644466873,2023-12-08,7,False,0.0
510300.SH,-0.2921796751778357,2023-12-08,8,False,0.0
516160.SH,-0.5122133782633626,2023-12-08,9,False,0.0
512010.SH,0.010913440851128114,2023-12-15,1,True,0.25
588000.SH,-0.09421927769241864,2023-12-15,2,True,0.25
512880.SH,-0.1077845607583157,2023-12-15,3,True,0.25
510500.SH,-0.10838128271313316,2023-12-15,4,True,0.25
512660.SH,-0.11605623361527576,2023-12-15,5,False,0.0
159928.SZ,-0.1846250598252533,2023-12-15,6,False,0.0
159915.SZ,-0.23430558447933783,2023-12-15,7,False,0.0
510300.SH,-0.2889367947592969,2023-12-15,8,False,0.0
516160.SH,-0.5070922184987815,2023-12-15,9,False,0.0
512010.SH,0.0014505614266167594,2023-12-22,1,True,0.25
588000.SH,-0.07538544220524826,2023-12-22,2,True,0.25
512880.SH,-0.09308298811387561,2023-12-22,3,True,0.25
510500.SH,-0.09867904067100097,2023-12-22,4,True,0.25
512660.SH,-0.12272302226759989,2023-12-22,5,False,0.0
159928.SZ,-0.19073339755913957,2023-12-22,6,False,0.0
159915.SZ,-0.22531371658632687,2023-12-22,7,False,0.0
510300.SH,-0.286203352866924,2023-12-22,8,False,0.0
516160.SH,-0.49768123703646205,2023-12-22,9,False,0.0
512010.SH,9.498864900785261e-06,2023-12-29,1,True,0.25
588000.SH,-0.07613142172788585,2023-12-29,2,True,0.25
512880.SH,-0.08928677187762239,2023-12-29,3,True,0.25
510500.SH,-0.09548699864079321,2023-12-29,4,True,0.25
512660.SH,-0.12240972598303511,2023-12-29,5,False,0.0
159928.SZ,-0.19676456128933417,2023-12-29,6,False,0.0
159915.SZ,-0.2107537384136773,2023-12-29,7,False,0.0
510300.SH,-0.2818697560610383,2023-12-29,8,False,0.0
516160.SH,-0.4548124199773844,2023-12-29,9,False,0.0
512010.SH,-0.0011582739166821451,2024-01-05,1,True,0.25
588000.SH,-0.09732534915421699,2024-01-05,2,True,0.25
512880.SH,-0.09766699916825018,2024-01-05,3,True,0.25
510500.SH,-0.1047101976858281,2024-01-05,4,True,0.25
512660.SH,-0.12191927579116679,2024-01-05,5,False,0.0
159915.SZ,-0.21953793374797045,2024-01-05,6,False,0.0
159928.SZ,-0.2225428579303075,2024-01-05,7,False,0.0
510300.SH,-0.2959292817255721,2024-01-05,8,False,0.0
516160.SH,-0.43157081772799927,2024-01-05,9,False,0.0
512010.SH,-0.01821643376167686,2024-01-12,1,True,0.25
512880.SH,-0.11083569103277395,2024-01-12,2,True,0.25
510500.SH,-0.13806287077418655,2024-01-12,3,True,0.25
588000.SH,-0.14182615078450778,2024-01-12,4,True,0.25
512660.SH,-0.1632034204639696,2024-01-12,5,False,0.0
159915.SZ,-0.24025892470259433,2024-01-12,6,False,0.0
159928.SZ,-0.2519293675252211,2024-01-12,7,False,0.0
510300.SH,-0.31585547585015633,2024-01-12,8,False,0.0
516160.SH,-0.39641225480220676,2024-01-12,9,False,0.0
512010.SH,-0.059278784395760134,2024-01-19,1,True,0.25
512880.SH,-0.14493729436863192,2024-01-19,2,True,0.25
588000.SH,-0.15272105136812628,2024-01-19,3,True,0.25
510500.SH,-0.15472455921996225,2024-01-19,4,True,0.25
512660.SH,-0.19076970465946502,2024-01-19,5,False,0.0
159915.SZ,-0.2476940789387848,2024-01-19,6,False,0.0
159928.SZ,-0.2631033892958081,2024-01-19,7,False,0.0
510300.SH,-0.31477623482061245,2024-01-19,8,False,0.0
516160.SH,-0.3427295786617724,2024-01-19,9,False,0.0
512010.SH,-0.14238150898483248,2024-01-26,1,True,0.25
512880.SH,-0.16084909634892952,2024-01-26,2,True,0.25
510500.SH,-0.17959917263033348,2024-01-26,3,True,0.25
588000.SH,-0.19273731196349958,2024-01-26,4,True,0.25
512660.SH,-0.21303921847860785,2024-01-26,5,False,0.0
159915.SZ,-0.27186516980242986,2024-01-26,6,False,0.0
159928.SZ,-0.275664099824303,2024-01-26,7,False,0.0
510300.SH,-0.3071001976394349,2024-01-26,8,False,0.0
516160.SH,-0.3177579043648014,2024-01-26,9,False,0.0
512880.SH,-0.19146263098194718,2024-02-02,1,True,0.25
510500.SH,-0.21738466362181755,2024-02-02,2,True,0.25
512010.SH,-0.2366714768592759,2024-02-02,3,True,0.25
512660.SH,-0.26007913711000036,2024-02-02,4,True,0.25
588000.SH,-0.2644682976713887,2024-02-02,5,False,0.0
159928.SZ,-0.28542699334614335,2024-02-02,6,False,0.0
510300.SH,-0.3064083264729489,2024-02-02,7,False,0.0
159915.SZ,-0.3201592269867723,2024-02-02,8,False,0.0
516160.SH,-0.33826971463831573,2024-02-02,9,False,0.0
512880.SH,-0.20570691473617103,2024-02-08,1,True,0.25
510500.SH,-0.22931268049141665,2024-02-08,2,True,0.25
159928.SZ,-0.26220696234109997,2024-02-08,3,True,0.25
510300.SH,-0.2798658518683224,2024-02-08,4,True,0.25
512010.SH,-0.2977227945169184,2024-02-08,5,False,0.0
512660.SH,-0.30030298974069286,2024-02-08,6,False,0.0
588000.SH,-0.3166264057991645,2024-02-08,7,False,0.0
159915.SZ,-0.3416141613497768,2024-02-08,8,False,0.0
516160.SH,-0.3531253845867485,2024-02-08,9,False,0.0
510300.SH,-0.18760714038473505,2024-02-23,1,True,0.25
159928.SZ,-0.2006687805509056,2024-02-23,2,True,0.25
512880.SH,-0.20201839162418544,2024-02-23,3,True,0.25
510500.SH,-0.20956048583974132,2024-02-23,4,True,0.25
512660.SH,-0.311029587831826,2024-02-23,5,False,0.0
159915.SZ,-0.31888070059291107,2024-02-23,6,False,0.0
512010.SH,-0.3217033987462625,2024-02-23,7,False,0.0
516160.SH,-0.332871328234211,2024-02-23,8,False,0.0
588000.SH,-0.33435409828478846,2024-02-23,9,False,0.0
510300.SH,-0.09577908341880262,2024-03-01,1,True,0.25
159928.SZ,-0.15544316977667466,2024-03-01,2,True,0.25
510500.SH,-0.16344363176774682,2024-03-01,3,True,0.25
512880.SH,-0.17338489893937178,2024-03-01,4,True,0.25
159915.SZ,-0.2730060978631988,2024-03-01,5,False,0.0
516160.SH,-0.28186668858885555,2024-03-01,6,False,0.0
512660.SH,-0.29239848340455865,2024-03-01,7,False,0.0
588000.SH,-0.2999871934078666,2024-03-01,8,False,0.0
512010.SH,-0.3284706759662909,2024-03-01,9,False,0.0
510300.SH,-0.04281464440920806,2024-03-08,1,True,0.25
510500.SH,-0.1446014619688177,2024-03-08,2,True,0.25
159928.SZ,-0.1506846180282778,2024-03-08,3,True,0.25
512880.SH,-0.15574428802829368,2024-03-08,4,True,0.25
516160.SH,-0.23077718173471845,2024-03-08,5,False,0.0
159915.SZ,-0.2464656958183326,2024-03-08,6,False,0.0
588000.SH,-0.26813041936619064,2024-03-08,7,False,0.0
512660.SH,-0.2819561921366452,2024-03-08,8,False,0.0
512010.SH,-0.36671738354606576,2024-03-08,9,False,0.0
510300.SH,-0.00753411080739836,2024-03-15,1,True,0.25
159928.SZ,-0.07547298078717825,2024-03-15,2,True,0.25
510500.SH,-0.09296055152810836,2024-03-15,3,True,0.25
516160.SH,-0.12150367623781344,2024-03-15,4,True,0.25
512880.SH,-0.12311110619551237,2024-03-15,5,False,0.0
159915.SZ,-0.14951591744641626,2024-03-15,6,False,0.0
588000.SH,-0.21468303784232676,2024-03-15,7,False,0.0
512660.SH,-0.22793893507243415,2024-03-15,8,False,0.0
512010.SH,-0.3289732450250497,2024-03-15,9,False,0.0
510300.SH,-6.033794834624059e-06,2024-03-22,1,True,0.25
159928.SZ,-0.017495805934651557,2024-03-22,2,True,0.25
510500.SH,-0.04364363437478835,2024-03-22,3,True,0.25
516160.SH,-0.04952005165424797,2024-03-22,4,True,0.25
159915.SZ,-0.060625914474381204,2024-03-22,5,False,0.0
512880.SH,-0.07513939942290195,2024-03-22,6,False,0.0
588000.SH,-0.15023146077613245,2024-03-22,7,False,0.0
512660.SH,-0.1573750800264389,2024-03-22,8,False,0.0
512010.SH,-0.2788639944856622,2024-03-22,9,False,0.0
510300.SH,0.0028868244724788656,2024-03-29,1,True,0.25
159928.SZ,-0.0013386205497386066,2024-03-29,2,True,0.25
516160.SH,-0.016075661631811494,2024-03-29,3,True,0.25
159915.SZ,-0.022436708686173524,2024-03-29,4,True,0.25
510500.SH,-0.024035500705380443,2024-03-29,5,False,0.0
512880.SH,-0.05687104925132601,2024-03-29,6,False,0.0
512660.SH,-0.10894486774419476,2024-03-29,7,False,0.0
588000.SH,-0.11974776702991227,2024-03-29,8,False,0.0
512010.SH,-0.2516795330197707,2024-03-29,9,False,0.0
510300.SH,0.016355329511653287,2024-04-03,1,True,0.25
159928.SZ,-8.368447104402819e-10,2024-04-03,2,True,0.25
516160.SH,-0.0026971039209047263,2024-04-03,3,True,0.25
159915.SZ,-0.007131506482971508,2024-04-03,4,True,0.25
510500.SH,-0.010369192118748994,2024-04-03,5,False,0.0
512880.SH,-0.042593551063769323,2024-04-03,6,False,0.0
512660.SH,-0.0721805490957296,2024-04-03,7,False,0.0
588000.SH,-0.10028138903647023,2024-04-03,8,False,0.0
512010.SH,-0.23303863587345863,2024-04-03,9,False,0.0
510300.SH,0.06160259279779556,2024-04-12,1,True,0.25
159928.SZ,0.002942102675184916,2024-04-12,2,True,0.25
516160.SH,-3.312961459682503e-09,2024-04-12,3,True,0.25
159915.SZ,-0.0007858315002642696,2024-04-12,4,True,0.25
510500.SH,-0.0017418382008837763,2024-04-12,5,False,0.0
512880.SH,-0.038196690903297484,2024-04-12,6,False,0.0
512660.SH,-0.04363562769112456,2024-04-12,7,False,0.0
588000.SH,-0.09083263775298275,2024-04-12,8,False,0.0
512010.SH,-0.21447336592410435,2024-04-12,9,False,0.0
510300.SH,0.13587095368481053,2024-04-19,1,True,0.25
159928.SZ,0.024387839504711913,2024-04-19,2,True,0.25
516160.SH,5.539708846388762e-05,2024-04-19,3,True,0.25
159915.SZ,-3.242715457428405e-10,2024-04-19,4,True,0.25
510500.SH,-1.2031073402944813e-06,2024-04-19,5,False,0.0
512660.SH,-0.01967033020369303,2024-04-19,6,False,0.0
512880.SH,-0.039100666541421664,2024-04-19,7,False,0.0
588000.SH,-0.07626409461691107,2024-04-19,8,False,0.0
512010.SH,-0.1942497150661661,2024-04-19,9,False,0.0
510300.SH,0.17616824166272205,2024-04-26,1,True,0.25
159928.SZ,0.07648636029990022,2024-04-26,2,True,0.25
510500.SH,0.0006286827150139273,2024-04-26,3,True,0.25
159915.SZ,0.00043350761458838634,2024-04-26,4,True,0.25
516160.SH,1.4113989824933435e-09,2024-04-26,5,False,0.0
512660.SH,-0.003737508458176959,2024-04-26,6,False,0.0
512880.SH,-0.03125940600647991,2024-04-26,7,False,0.0
588000.SH,-0.06205242502944192,2024-04-26,8,False,0.0
512010.SH,-0.17546031018386266,2024-04-26,9,False,0.0
510300.SH,0.20506599188566216,2024-04-30,1,True,0.25
159928.SZ,0.10640232028984413,2024-04-30,2,True,0.25
510500.SH,0.0039516786900633885,2024-04-30,3,True,0.25
159915.SZ,0.0031898250776141303,2024-04-30,4,True,0.25
516160.SH,2.948180928326735e-07,2024-04-30,5,False,0.0
512660.SH,-0.000878718613922901,2024-04-30,6,False,0.0
512880.SH,-0.019249781471171824,2024-04-30,7,False,0.0
588000.SH,-0.04463405062550077,2024-04-30,8,False,0.0
512010.SH,-0.15009656113715378,2024-04-30,9,False,0.0
510300.SH,0.25034377395905344,2024-05-10,1,True,0.25
159928.SZ,0.1664373871541276,2024-05-10,2,True,0.25
510500.SH,0.029810873492310628,2024-05-10,3,True,0.25
159915.SZ,0.0233723281744067,2024-05-10,4,True,0.25
512660.SH,0.0003939460185608417,2024-05-10,5,False,0.0
516160.SH,-1.8873229360772197e-06,2024-05-10,6,False,0.0
